# name                             ra                    dec                    
  HSC_lowmass*_42701050188157386   355.7716784181057     0.17653317508792116    
  HSC_lowmass*_41733213667741602   30.282571439898458    0.5421359208925559     
  HSC_lowmass*_41632466619876920   355.57602731750745    -1.1909455270238605    
  HSC_lowmass*_70377707774429970   230.59532351037416    44.45242797820217      
  HSC_lowmass*_40075304751876842   190.70383797546563    -1.752888066944266     
  HSC_lowmass*_40686487188039601   37.556175353506006    -0.4637860722177041    
  HSC_lowmass*_41561977616621099   332.0245779175187     -0.41796588406554747   
  HSC_lowmass*_41210275629651692   213.38370657188256    -0.27101671669280253   
  HSC_lowmass*_42626154548446099   330.7033687774283     0.47154272926447494    
  HSC_lowmass*_40158996484609287   218.783849586805      -2.0034508947950997    
  HSC_lowmass*_41588499039658936   340.6723800564698     -0.4660024787299435    
  HSC_lowmass*_41623408533858204   352.9245337441887     -0.5145785936791227    
  HSC_lowmass*_44183767388025046   136.25908732290213    4.358957731926191      
  HSC_lowmass*_40603061743271614   9.341498947644814     -0.6481809244922213    
  HSC_lowmass*_40664363811497506   30.3384314170866      -0.29681982729092865   
  HSC_lowmass*_40602791160334702   9.6043204464705       -0.2979945802030258    
  HSC_lowmass*_41615016167758779   349.35501781058525    -0.9092146703597713    
  HSC_lowmass*_41614883023768498   349.6325716601989     -0.8297194764776218    
  HSC_lowmass*_40128764209811796   207.7251968631789     -1.8312197321051706    
  HSC_lowmass*_40603328031244971   8.811149441616136     -0.9224404379173569    
  HSC_lowmass*_40633976917871519   19.52084472022628     -0.9097517405619275    
  HSC_lowmass*_41231853545356304   221.3909499895925     -0.12441260373334188   
  HSC_lowmass*_41733076228785453   30.308085516614877    0.4975832061172207     
  HSC_lowmass*_40586143867093540   2.3554757720738873    -1.0526002445162297    
  HSC_lowmass*_41671632426654966   9.411638585893197     0.25150541651838193    
  HSC_lowmass*_40594531938222136   5.881839724648131     -0.8857796854559267    
  HSC_lowmass*_44192155459129269   139.825590941471      4.4552768661194095     
  HSC_lowmass*_40981156304277398   136.94842891656444    -0.6475824963185426    
  HSC_lowmass*_40620507900426397   15.319199213797715    -0.991845845940986     
  HSC_lowmass*_40594531938220179   6.008651054392821     -0.9851302183390168    
  HSC_lowmass*_40603066038245744   9.243142388232886     -0.32746004278261837   
  HSC_lowmass*_41623545972809923   352.7856510579089     -0.5533748844194567    
  HSC_lowmass*_41627656256513156   354.64111215327836    -1.0422388121170947    
  HSC_lowmass*_40137006252050359   211.36769846600873    -2.09649344410215      
  HSC_lowmass*_41627948314292910   354.3432579614865     -0.2875567993360479    
  HSC_lowmass*_70377544565681335   230.78023752327218    43.36225226446179      
  HSC_lowmass*_41659138366788145   4.00124825066129      0.7869955280983886     
  HSC_lowmass*_42697343631384827   353.3385481637673     0.3973408523545169     
  HSC_lowmass*_45242854783596606   135.9628979450218     4.929966554718027      
  HSC_lowmass*_42700779605220855   356.1243086847625     0.4025907798932872     
  HSC_lowmass*_41658446877053971   5.052634074942596     0.5981500446495879     
  HSC_lowmass*_42692404418997536   352.5350783844788     0.8125314258850648     
  HSC_lowmass*_40608293013442516   9.634104081688324     -0.15052419866981678   
  HSC_lowmass*_40167792577632339   221.755345535372      -2.0881069060583277    
  HSC_lowmass*_42705869141470902   356.651578576461      0.6186960816752193     
  HSC_lowmass*_40665330179132814   29.106957928345516    -0.23608225830879312   
  HSC_lowmass*_43180304113881373   158.00807494223412    1.8080938433355123     
  HSC_lowmass*_41632629828636259   355.4202432818644     -0.048153776784873384  
  HSC_lowmass*_41645261327455111   0.628645654303612     0.8532377974545367     
  HSC_lowmass*_40665330179134308   29.019445489091762    -0.20526296204159009   
  HSC_lowmass*_41627540292389077   354.7395575406161     -0.2510415537759627    
  HSC_lowmass*_41659138366787812   4.074075534373722     0.776586288191061      
  HSC_lowmass*_40695845921762853   39.738246694905726    -0.07476086282468723   
  HSC_lowmass*_71134146004529088   225.42295885462       44.7718634633137       
  HSC_lowmass*_41628356336178400   353.63150768120744    -0.6244934918251082    
  HSC_lowmass*_42692275569971243   352.72553142085326    1.0295558885112646     
  HSC_lowmass*_41557974707088640   330.0031475884907     -1.1445008316904226    
  HSC_lowmass*_41570893968723937   334.74721610997375    -1.0545352156962       
  HSC_lowmass*_44197073196701215   140.61680123149944    3.0835147702698062     
